Stocks,Date,Party,Category,Transaction Type,Quantity,Value Traded (₹),Holdings change(%),Average Trade Price(₹)
"Godrej Properties Ltd","2024-07-11","NAVROZE JAMSHYD GODREJ","Block","buy","996600","3302632740","0.35843573466309564","3313.9"
"Godrej Agrovet Ltd","2024-07-11","NYRIKA HOLKAR","Block","buy","691026","552855351.3","0.35951454189930226","800.05"
"GEM Enviro Management Ltd","2024-07-11","SOHAM FINCARE INDIA LLP","Bulk","buy","243200","64180479.99999999","2.3103815169478645","263.9"
"GEM Enviro Management Ltd","2024-07-11","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","379200","104845008","3.6023711810305517","276.49"
"Franklin Industries Ltd","2024-07-11","TOPGAIN FINANCE PRIVATE LIMITED","Bulk","sell","452","1808","0.0012553672504679854","4"
"Franklin Industries Ltd","2024-07-11","SUDESH  GOEL","Bulk","buy","723500","2901235","2.009420809100857","4.01"
"Franklin Industries Ltd","2024-07-11","SPARK FINANCE","Bulk","buy","1200000","4836000","3.332833408322085","4.03"
"Franklin Industries Ltd","2024-07-11","MANSI SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","1726000","6904000","4.793725385636599","4"
"Franklin Industries Ltd","2024-07-11","CAMELLIA TRADEX PRIVATE LIMITED","Bulk","sell","2833893","11335572","7.870744388341749","4"
"Escorp Asset Management Ltd","2024-07-11","WAJID  AHMED","Bulk","sell","103075","7751240","0.9272127010193988","75.2"
"Eraaya Lifespaces Ltd","2024-07-11","SNEHA GARG","Bulk","sell","243108","194486400","16.502484455184774","800"
"Eraaya Lifespaces Ltd","2024-07-11","AG DYNAMIC FUNDS LIMITED","Bulk","buy","250000","200000000","16.97032230036113","800"
"Eiko Lifesciences Ltd","2024-07-11","ARITRO ASHISH ROY","Bulk","sell","152550","10197967.5","1.5897923194170858","66.85"
"Dindigul Farm Product Ltd","2024-07-11","SAHASTRAA ADVISORS PRIVATE LIMITED","Bulk","buy","14000","1814959.9999999998","0.9734390209984704","129.64"
"CNI Research Ltd","2024-07-11","NANDKISHOR CHATURVEDI (HUF)","Bulk","sell","845648","7585462.5600000005","0.7365983040734466","8.97"
"Bridge Securities Ltd","2024-07-11","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","480602","2032946.4600000002","14.298098949811084","4.23"
"Ascensive Educare Ltd","2024-07-11","BONANZA PORTFOLIO LIMITED","Bulk","sell","8000","921600","0.24928983558088894","115.2"
"Ascensive Educare Ltd","2024-07-11","KATHA CHAKRABORTY","Bulk","buy","12000","1359480","0.3739347533713334","113.29"
"Ascensive Educare Ltd","2024-07-11","KATHA CHAKRABORTY","Bulk","sell","22000","2292840","0.6855470478474446","104.22"
"Ascensive Educare Ltd","2024-07-11","SWATI AGRAWAL","Bulk","buy","22000","2413840","0.6855470478474446","109.72"
"Transpact Enterprises Ltd","2024-07-11","VISHAL MAHESH WAGHELA","Bulk","buy","2000","620100","0.5171566726139684","310.05"
"Srestha Finvest Ltd","2024-07-11","PRAJAL  BHANDARI","Bulk","buy","2955597","6472757.43","0.8790478221416418","2.19"
"Sawaca Business Machines Ltd","2024-07-11","VIVEK MANSUKHBHAI BHUT","Bulk","buy","5600000","3808000.0000000005","37.694565607661026","0.68"
"Prism Medico and Pharmacy Ltd","2024-07-11","PRAGNESH ROHITKUMAR PANDYA","Bulk","buy","115733","3024103.29","1.9087057684201083","26.13"
"MPL Plastics Ltd","2024-07-11","SHEETAL VIJ","Bulk","sell","60000","856800","0.4795741381653092","14.28"
"MPL Plastics Ltd","2024-07-11","ARUN VIJ","Bulk","sell","65000","936000","0.5195386496790849","14.4"
"Khoobsurat Ltd","2024-07-11","RATHOD MANOJ CHHAGANLAL HUF","Bulk","sell","3000000","4110000.0000000005","1.7625563606313248","1.37"
"Jaysynth Orgochem Ltd","2024-07-11","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","69245","1439603.55","0.5226037735849056","20.79"
"GEM Enviro Management Ltd","2024-07-11","SHARE INDIA SECURITIES LIMITED","Bulk","buy","30400","8232624","0.28879768961848307","270.81"
"GEM Enviro Management Ltd","2024-07-11","ASHWIN STOCKS AND INVESTMENT PRIVATE LIMITED","Bulk","buy","144000","39350880","1.3679890560875514","273.27"
"Sterlite Technologies Ltd","2024-07-11","Naveen Bolalingappa","Insider - Designated Person","buy","16158","2312695","0.004048609371084941","143.1300284688699"
"Godrej Properties Ltd","2024-07-11","Freyan Crishna Bieri  jointly with the second holder","Insider - Promoter Group","buy","664400","2201755160","0.23895715644206375","3313.9"
"Godrej Properties Ltd","2024-07-11","Jamshyd Naoroji Godrej   jointly with the second holder","Insider - Promoter Group","buy","996600","3302632740","0.35843573466309564","3313.9"
"Godrej Agrovet Ltd","2024-07-11","Smita Godrej Crishna Revised","Insider - Promoter Group","buy","691026","552855351","0.35951454189930226","800.0499995658629"
"SVS Ventures Ltd","2024-07-11","SHASHIKANT SHARMA","Insider - Promoter","sell","600000","6570395","2.810354601644179","10.950658333333333"
"JHS Svendgaard Retail Ventures Ltd","2024-07-11","ARPIT JAIN HUF","Bulk","sell","65305","3470307.7",,"53.14"
"JHS Svendgaard Retail Ventures Ltd","2024-07-11","RAKESH KUMAR UPPAL","Bulk","buy","14001","750173.58",,"53.58"
"Jalan Transolutions (India) Ltd","2024-07-11","MANISH JALAN","Bulk","sell","90000","337500","0.6191004882639184","3.75"
"Jaiprakash Associates Ltd","2024-07-11","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","6","44.519999999999996","2.4443944665362477e-7","7.42"
"Izmo Ltd","2024-07-11","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","103369","54054751.169999994","0.771895878101848","522.93"
"Ishan International Ltd","2024-07-11","MAHADEV MANUBHAI MAKVANA","Bulk","buy","1920000","4128000","0.8879216708799013","2.15"
"Hrh Next Services Ltd","2024-07-11","LIESHA CORPORATION PRIVATE LIMITED .","Bulk","sell","87000","4365660","1.403225806451613","50.18"
"Gokaldas Exports Ltd","2024-07-11","SBI MUTUAL FUND","Bulk","buy","4330000","4113500000","7.1478101437297505","950"
"Engineers India Ltd","2024-07-11","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","5218893","1485349136.73","0.9284205410661571","284.61"
"D Link (India) Limited","2024-07-11","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","328476","217286874","0.9251581122015725","661.5"
"D Link (India) Limited","2024-07-11","AAKRAYA RESEARCH LLP","Bulk","buy","251357","166131895.58","0.7079511672348989","660.94"
"Divine Power Energy Ltd","2024-07-11","EVERMORE SHARE BROKING PRIVATE LIMITED","Bulk","sell","174000","20552880","1.1027258876943395","118.12"
"Divine Power Energy Ltd","2024-07-11","EVERMORE SHARE BROKING PRIVATE LIMITED","Bulk","buy","9000","1058850","0.05703754591522446","117.65"
"Cigniti Technologies Ltd","2024-07-11","ASHIKA CREDIT CAPITAL LIMITED","Bulk","buy","140000","189714000","0.5136302989632849","1355.1"
"Banaras Beads Ltd","2024-07-11","PRAGNESH ROHITKUMAR PANDYA","Bulk","sell","38256","4101425.76","0.5764725773188418","107.21"
"Bajaj Hindusthan Sugar Ltd","2024-07-11","HRTI PRIVATE LIMITED","Bulk","sell","8172693","354449695.40999997","0.639811280382237","43.37"
"Varanium Cloud Ltd","2024-07-11","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","226000","6972100","0.5504907422295284","30.85"
"Varanium Cloud Ltd","2024-07-11","SAHASTRAA ADVISORS PRIVATE LIMITED","Bulk","sell","361000","11237930","0.8793237077206184","31.13"
"Trucap Finance Ltd","2024-07-11","HRTI PRIVATE LIMITED","Bulk","buy","588759","28643125.349999998","0.5066131211816582","48.65"
"Great Eastern Shipping Company Ltd","2024-07-11","HRTI PRIVATE LIMITED","Bulk","buy","788633","1158273173.43","0.552371551724458","1468.71"
"Shipping Corporation of India Land and Assets Ltd","2024-07-11","HRTI PRIVATE LIMITED","Bulk","sell","2658991","259038903.22","0.5708451376914692","97.42"
"Shipping Corporation of India Land and Assets Ltd","2024-07-11","QE SECURITIES LLP","Bulk","sell","2374832","233849707.04","0.5098404996610019","98.47"
"Shipping Corporation of India Land and Assets Ltd","2024-07-11","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","2358797","227505970.65","0.5063980277673841","96.45"
"Sabar Flex India Ltd","2024-07-11","GREEN PEAKS ENTERPRISES LLP","Bulk","buy","90000","2164500","0.5972318700975559","24.05"
"Patel Integrated Logistics Ltd","2024-07-11","HRTI PRIVATE LIMITED","Bulk","sell","495225","12623285.25","0.7624910890662265","25.49"
"Osia Hyper Retail Ltd","2024-07-11","VINEY EQUITY MARKET LLP","Bulk","buy","932143","23014610.67","0.903905884087006","24.69"
"Nova Agritech Ltd","2024-07-11","AG DYNAMIC FUNDS LIMITED","Bulk","sell","500000","34150000","0.7974133187800087","68.3"
"Navkar Corporation Ltd","2024-07-11","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","898448","113438044.48","0.5968993413537109","126.26"
"Mallcom (India) Ltd","2024-07-11","NISHTHA INVESTMENT AND CONSULTANCY SERVICES PRIVATE LIMITED","Bulk","buy","32584","48489553.760000005","0.5221794871794871","1488.14"
"KCP Sugar and Industries Corp Ltd","2024-07-11","QE SECURITIES LLP","Bulk","sell","622097","32591661.830000002","0.548658751749018","52.39"
"Bajaj Healthcare Ltd","2024-07-11","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","142829","57221582.269999996","0.5175263783407734","400.63"
"Atul Auto Ltd","2024-07-11","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","162841","128277997.75","0.6819358097311944","787.75"
"Atul Auto Ltd","2024-07-11","PRRSAAR COMMODITIES PVT LTD","Bulk","buy","143856","111917090.88","0.6024315611221418","777.98"
"Godrej Properties Ltd","2024-07-11","JAMSHYD NAOROJI GODREJ","Block","buy","996600","3302632740","0.35843573466309564","3313.9"
"Godrej Properties Ltd","2024-07-11","SMITA GODREJ CRISHNA","Block","buy","664400","2201755160","0.23895715644206375","3313.9"
"Godrej Agrovet Ltd","2024-07-11","FREYAN CRISHNA BIERI","Block","buy","691026","552855351.3","0.35951454189930226","800.05"
"VMS Industries Ltd","2024-07-11","MUKUL GUPTA HUF","Bulk","sell","149845","6118171.35","0.8487902443780487","40.83"
"Vasudhagama Enterprises Ltd","2024-07-11","YOGESH JOTIRAM KALE","Bulk","sell","269430","8419687.5","7.283636027437922","31.25"
"Srestha Finvest Ltd","2024-07-11","PRAJAL  BHANDARI","Bulk","sell","799315","1702540.95","0.23773068857328872","2.13"
"Franklin Industries Ltd","2024-07-11","RUCHIRA  GOYAL","Bulk","buy","1400000","5614000","3.8883056430424325","4.01"
"Franklin Industries Ltd","2024-07-11","SAJM GLOBAL IMPEX PRIVATE LIMITED","Bulk","sell","1500000","6120000","4.1660417604026065","4.08"
"Franklin Industries Ltd","2024-07-11","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","2237859","8951436","6.215342698595211","4"
"Franklin Industries Ltd","2024-07-11","CAMELLIA TRADEX PRIVATE LIMITED","Bulk","buy","2500000","10025000","6.943402934004344","4.01"
"Bridge Securities Ltd","2024-07-11","GREEN PEAKS ENTERPRISES LLP","Bulk","sell","451875","2001806.2499999998","13.44345937583673","4.43"
"Ascensive Educare Ltd","2024-07-11","BONANZA PORTFOLIO LIMITED","Bulk","buy","24000","2796000","0.7478695067426668","116.5"
"Ascensive Educare Ltd","2024-07-11","BLUESKY INFRA DEVELOPERS PRIVATE LIMITED","Bulk","buy","56000","5849760","1.7450288490662227","104.46"
"SPEL Semiconductor Ltd","2024-07-11","TOPGAIN FINANCE PRIVATE LIMITED","Bulk","sell","250000","54570000","0.5419173034194982","218.28"
"Shiva Granito Export Ltd","2024-07-11","ABHINAV UPADHYAY","Bulk","sell","100000","1439000","0.7567129901135448","14.39"
"Shalimar Productions Ltd","2024-07-11","MADHUSUDHANCHAKRAVARTHY","Bulk","sell","7600000","5396000","0.772100111276592","0.71"
"Samyak International Ltd","2024-07-11","VENKATA SUBBARAO BOMMISETTY","Bulk","buy","75400","2375854","1.206940709437828","31.51"
"Rajnish Wellness Ltd","2024-07-11","MINERVA VENTURES FUND","Bulk","buy","6000000","26400000.000000004","0.7807673576783102","4.4"
"Prism Medico and Pharmacy Ltd","2024-07-11","PRAGNESH ROHITKUMAR PANDYA","Bulk","sell","33470","864195.4","0.5519979787011572","25.82"
"Nikki Global Finance Ltd","2024-07-11","ARUNA JAYANTKUMAR PANDYA","Bulk","sell","31862","235141.56","0.9317191566511682","7.38"
"Ascensive Educare Ltd","2024-07-11","SWATI AGRAWAL","Bulk","buy","22000","2413840","0.6855470478474446","109.72"
"Godrej Properties Ltd","2024-07-11","M/s. RKN Enterprises","Insider - Promoter Group","sell","3986400","13210530960","1.4337429386523826","3313.9"
"Godrej Agrovet Ltd","2024-07-11","Freyan Crishna Bieri Revised","Insider - Promoter Group","buy","691026","552855351","0.35951454189930226","800.0499995658629"
"Panorama Studios International Ltd","2024-07-11","Shivaleeka Oberio","Insider - Promoter Group","buy","50000","13700000","0.40171129009580814","274"
"Panorama Studios International Ltd","2024-07-11","Anamika Pathak","Insider - Promoter Group","buy","50000","13700000","0.40171129009580814","274"
"Byke Hospitality Ltd","2024-07-11","Archana Patodia","Insider - Promoter & Director","buy","1000000","45000000","2.4939024086109463","45"
"Byke Hospitality Ltd","2024-07-11","Anil Chothmal Patodia","Insider - Promoter & Director","buy","1000000","45000000","2.4939024086109463","45"
"Z-Tech (India) Ltd","2024-07-11","MANSI SHARE AND STOCK ADVISORS PVT LTD","Bulk","buy","79200","22655160","0.8420157346374655","286.05"
"Winny Immigration & Education Services Ltd","2024-07-11","VIKRAMKUMAR KARANRAJ SAKARIA HUF DAKSH CORPORATION","Bulk","sell","22000","7525100","1.4492753623188406","342.05"
"KCP Sugar and Industries Corp Ltd","2024-07-11","ANKITA VISHAL SHAH","Bulk","buy","942132","50959919.88","0.8309137756697201","54.09"
"Kandarp Digi Smart Bpo Ltd","2024-07-11","SHILPA ASHOKKUMAR AGARWAL","Bulk","buy","68000","2479960","0.7578290426836064","36.47"
"JHS Svendgaard Retail Ventures Ltd","2024-07-11","MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED","Bulk","sell","51152","2751977.5999999996",,"53.8"
"Izmo Ltd","2024-07-11","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","103369","54090930.32","0.771895878101848","523.28"
"HPL Electric & Power Ltd","2024-07-11","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","564543","297790787.07","0.8779762566646853","527.49"
"HPL Electric & Power Ltd","2024-07-11","QE SECURITIES LLP","Bulk","sell","351952","190821335.35999998","0.5473551164138946","542.18"
"HPL Electric & Power Ltd","2024-07-11","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","564543","298231130.61","0.8779762566646853","528.27"
"Godrej Properties Ltd","2024-07-11","R K N ENTERPRISES","Bulk","sell","3986400","13210530960","1.4337429386523826","3313.9"
"Godrej Agrovet Ltd","2024-07-11","NAVROZE JAMSHYD GODREJ","Bulk","buy","1036539","829283026.9499999","0.5392718128489534","800.05"
"Engineers India Ltd","2024-07-11","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","5218893","1484983814.22","0.9284205410661571","284.54"
"D Link (India) Limited","2024-07-11","HRTI PRIVATE LIMITED","Bulk","buy","274226","181425179.34","0.7723620857432154","661.59"
"Winny Immigration & Education Services Ltd","2024-07-11","SHREEYANSH EDUTRADE LLP","Bulk","buy","11000","3766950","0.7246376811594203","342.45"
"Trucap Finance Ltd","2024-07-11","HRTI PRIVATE LIMITED","Bulk","sell","634398","31060126.080000002","0.5458843955700068","48.96"
"Great Eastern Shipping Company Ltd","2024-07-11","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","1271789","1880836034.21","0.8907819776703443","1478.89"
"Great Eastern Shipping Company Ltd","2024-07-11","AAKRAYA RESEARCH LLP","Bulk","sell","792029","1170698064.8999999","0.5547501660985157","1478.1"
"Great Eastern Shipping Company Ltd","2024-07-11","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","1271789","1879424348.42","0.8907819776703443","1477.78"
"Great Eastern Shipping Company Ltd","2024-07-11","AAKRAYA RESEARCH LLP","Bulk","buy","792029","1169977318.51","0.5547501660985157","1477.19"
"shipping corporation of India Ltd","2024-07-11","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","4664894","1422279531.6599998","1.001482162875357","304.89"
"shipping corporation of India Ltd","2024-07-11","QE SECURITIES LLP","Bulk","buy","2276427","708674489.37","0.48871443500921136","311.31"
"Shipping Corporation of India Land and Assets Ltd","2024-07-11","HRTI PRIVATE LIMITED","Bulk","buy","2622370","256021983.1","0.5629831630599644","97.63"
"Sakuma Exports Ltd","2024-07-11","VIKRAMBHAI GOKALBHAI CHAUDHARI","Bulk","sell","918397","28387651.27","0.3899852411971855","30.91"
"Sakuma Exports Ltd","2024-07-11","HRTI PRIVATE LIMITED","Bulk","sell","2114219","64885381.11","0.89777537019249","30.69"
"Patel Integrated Logistics Ltd","2024-07-11","NK SECURITIES RESEARCH PRIVATE LIMITED","Bulk","sell","322928","8363835.199999999","0.4972077791104617","25.9"
"Patel Integrated Logistics Ltd","2024-07-11","NK SECURITIES RESEARCH PRIVATE LIMITED","Bulk","buy","322928","8350918.08","0.4972077791104617","25.86"
"Anik Industries Ltd","2024-07-11","G R D SECURITIES LIMITED","Bulk","buy","198903","12095291.43","0.716677537373143","60.81"
"Almondz Global Securities Ltd","2024-07-11","INFRONT ENTERPRISES PRIVATE LIMITED","Bulk","buy","400000","58296000","1.5452984738207316","145.74"
"Good Value Irrigation Ltd","2024-07-11","ARMINDER SINGH","Bulk","sell","400000","18448000","2.247001657163722","46.12"
"Vasudhagama Enterprises Ltd","2024-07-11","DEV GANPAT PAWAR","Bulk","buy","124622","3962979.6","3.368968893632367","31.8"
"Systematix Corporate Services Ltd","2024-07-11","DOVETAIL INDIA FUND","Bulk","buy","72000","100800000","0.5486735131976556","1400"
"SVS Ventures Ltd","2024-07-11","VINODKUMAR MANILAL GALA","Bulk","buy","216000","2365200","1.0117276565919044","10.95"
"Srestha Finvest Ltd","2024-07-11","SYLPH TECHNOLOGIES LIMITED","Bulk","buy","2904681","6303157.77","0.8639044859858114","2.17"
"Godrej Properties Ltd","2024-07-11","R K N ENTERPRISES","Block","sell","3986400","13210530960","1.4337429386523826","3313.9"
"Sprayking Ltd","2024-07-11","INVESTINO VENTURE LLP .","Bulk","sell","1726000","65881420","3.2659294802344205","38.17"
"Sawaca Business Machines Ltd","2024-07-11","SAGAR RAJESHBHAI JHAVERI","Bulk","sell","14000000","9520000","94.23641401915256","0.68"
"Sawaca Business Machines Ltd","2024-07-11","SHUBHAM ASHOKBHAI PATEL","Bulk","buy","20630000","14028400.000000002",,"0.68"
"JHS Svendgaard Retail Ventures Ltd","2024-07-11","ARPIT JAIN HUF","Bulk","sell","58815","3111901.65",,"52.91"
"Pro Fin Capital Services Ltd","2024-07-11","ABHAY NARAIN GUPTA","Bulk","buy","1475000","1593000","0.6957317447065428","1.08"
"Nikki Global Finance Ltd","2024-07-11","SHUBHAM  GARG","Bulk","buy","30992","228720.96","0.9062783285083487","7.38"
"GEM Enviro Management Ltd","2024-07-11","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","Bulk","buy","99200","27351424.000000004","0.9423924608603131","275.72"
"GEM Enviro Management Ltd","2024-07-11","ASHWIN STOCKS AND INVESTMENT PRIVATE LIMITED","Bulk","sell","144000","38196000","1.3679890560875514","265.25"
"GEM Enviro Management Ltd","2024-07-11","SETU SECURITIES PVT. LTD.","Bulk","buy","184000","51439040","1.7479860161118712","279.56"
"GEM Enviro Management Ltd","2024-07-11","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","238400","65908063.99999999","2.264781881744946","276.46"
"GEM Enviro Management Ltd","2024-07-11","SETU SECURITIES PVT. LTD.","Bulk","sell","276800","75248080","2.629578963368293","271.85"
"Franklin Industries Ltd","2024-07-11","AMIN ABDULBHAI NAYANI","Bulk","buy","751000","3019019.9999999995","2.085798241374905","4.02"
